"cnpj","nome_coop","auditorIndependente"
79457883,"COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
88530142,"COOPERATIVA DE CRÉDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
53841911,"COOPERATIVA DE CRÉDITO E INVESTIMENTO UNINDÚSTRIA","MOORE PRISMA AUDITORES INDEPENDENTES"
5097757,"COOPERATIVA DE CRÉDITO E SERVIÇOS FINANCEIROS DE CURITIBA E REGIÃO METROPOLITANA","SACHO - AUDITORES INDEPENDENTES"
10311218,"COOPERATIVA DE CRÉDITO EVOLUA","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
88471024,"COOPERATIVA DE CRÉDITO GERAÇÕES - SICREDI GERAÇÕES RS/MG","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
4414354,"COOPERATIVA DE CRÉDITO MÚTUO DO ABC - COOPER 7","CONTROL AUDITORIA E CONTABILIDADE"
8030602,"COOPERATIVA DE CRÉDITO MÚTUO DOS CORRETORES DE SEGUROS DO ESTADO DE SÃO PAULO - SICOOB CREDICOR/SP","RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S"
46642294,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER- SICOOB COOPEREMB","D'AGOSTINI CONSULTORIA E AUDITORIA S/S"
2104058,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL","PADRAO AUDITORIA S/S"
49091119,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS","PADRAO AUDITORIA S/S"
6369729,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS DO PAPEL, PAPELÃO E CORTIÇA DE OTACÍLIO COSTA, LAGES E CORREA PINTO - PAPELCREDI","ANEND AUDITORES INDEPENDENTES"
20833992,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO CENTRO UNIVERSITÁRIO NEWTON PAIVA LTDA. - CREDIPAIVA","COOPERAUDI AUDITORES INDEPENDENTES"
3674133,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP","PADRAO AUDITORIA S/S"
2083914,"COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES PÚBLICOS NO ESPÍRITO SANTO - CREDFEDERAL","D'AGOSTINI CONSULTORIA E AUDITORIA S/S"
1709266,"COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO DE TEÓFILO OTONI LTDA. - UNICRED TRÊS VALES","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
53800488,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO","SERGIO NOBORU OUTAKA"
5969937,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.","SACHO - AUDITORES INDEPENDENTES"
74248949,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO JOÃO DA BOA VISTA - CREDIVISTA","MARCELINO VASCONCELOS BARROSO"
6942423,"COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SISTEMA FINANCEIRO DE CURITIBA E REGIÃO - COOPCREFI","ANEND AUDITORES INDEPENDENTES"
4484490,"COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
26408187,"COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
44469161,"COOPERATIVA DE CRÉDITO PRO","KPMG AUDITORES INDEPENDENTES LTDA"
87510475,"COOPERATIVA DE CRÉDITO ROTA DAS TERRAS - SICREDI ROTA DAS TERRAS RS/MG","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
8482873,"COOPERATIVA DE CRÉDITO RURAL DO AGRESTE ALAGOANO - COOPERAGRE","LAURO ANGELO CERUTTI"
49654502,"COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED","MOORE PRISMA AUDITORES INDEPENDENTES"
52623311,"COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA","PAULO SERGIO SANGIORGIO"
12272183,"COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DE ALAGOAS","D'AGOSTINI CONSULTORIA E AUDITORIA S/S"
2904138,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ÁUREA - CRESOL ÁUREA","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
5241145,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE GETÚLIO VARGAS - CRESOL GETÚLIO VARGAS","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
4013172,"COOPERATIVA DE CRÉDITO SICOOB 3 COLINAS","MOORE PRISMA AUDITORES INDEPENDENTES"
3535065,"COOPERATIVA DE CRÉDITO SICOOB CREDMETAL","PADRAO AUDITORIA S/S"
24610065,"COOPERATIVA DE CRÉDITO SICOOB IPÊ - SICOOB IPÊ","BAUER AUDITORES ASSOCIADOS"
5241619,"COOPERATIVA DE CRÉDITO SICOOB PRIMAVERA - SICOOB PRIMAVERA","BAUER AUDITORES ASSOCIADOS"
9343038,"COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
90608712,"COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
71163315,"COOPERATIVA DE CRÉDITO UNICRED AMPLA LTDA - UNICRED AMPLA","RENATA ZANOTTA CALCADA"
75847,"COOPERATIVA DE CRÉDITO UNICRED CENTRO-SUL LTDA - UNICRED CENTRO-SUL","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
4355489,"COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
1039011,"COOPERATIVA DE CRÉDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
71884498,"COOPERATIVA DE CRÉDITO UNICRED DO ESTADO DE SÃO PAULO LTDA.","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
1727929,"COOPERATIVA DE CRÉDITO UNICRED EVOLUÇÃO LTDA. - UNICRED EVOLUÇÃO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
74114042,"COOPERATIVA DE CRÉDITO UNICRED UNIÃO LTDA - UNICRED UNIÃO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
73443863,"COOPERATIVA DE CRÉDITO UNICRED VALE LTDA - UNICRED VALE","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
74064502,"COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
44373041,"COOPERATIVA DE CRÉDITO UNIPRIME CREDICANA","BAUER AUDITORES ASSOCIADOS"
1572667,"COOPERATIVA DE CRÉDITO UNIPRIME SUL","BAUER AUDITORES ASSOCIADOS"
4853988,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BANDEIRANTES - SICREDI BANDEIRANTES SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
87900601,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ - SICREDI BOTUCARAÍ RS/MG","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
95213211,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMINHO DAS ÁGUAS RS - SICREDI CAMINHO DAS ÁGUAS RS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
81466286,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS E GRANDE CURITIBA - SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
3566655,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
87067757,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
78907607,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
87733770,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CONEXÃO - SICREDI CONEXÃO","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
89049738,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CONFIANÇA - SICREDI CONFIANÇA","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
19962468,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA ADVOCACIA E SERVENTUÁRIOS DO PODER JUDICIÁRIO NO ESTADO DO RIO GRANDE DO SUL - SICREDI COOABCRED RS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
92555150,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
4463602,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
89468565,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO - SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
57647653,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DAS FLORES, DAS ÁGUAS E DOS VENTOS SP - SICREDI FORÇA DOS VENTOS SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
89126130,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
3662047,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS CARREIRAS DO MINISTÉRIO PÚBLICO, TRIBUNAL DE CONTAS E SECRETARIA DA FAZENDA DO RIO GRANDE DO SUL - SICREDI MP RS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
95594941,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG - SICREDI REGIÃO CENTRO RS/MG","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
73113243,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ARARAQUARA E REGIÃO - SICREDI MORADA DO SOL SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
3042597,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
89990501,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS - SICREDI IBIRAIARAS RS/MG","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
91159764,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
79342069,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
33021064,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
26408161,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL E BAHIA - SICREDI CENTRO-SUL MS/BA","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
6332931,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
33022690,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DE MATO GROSSO, ACRE E AMAZONAS - SICREDI BIOMAS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
3065046,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
2843443,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
10736214,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
70038237,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO RIO GRANDE DO NORTE - SICREDI RIO GRANDE DO NORTE","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
8041950,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SISTEMA DE JUSTIÇA NO ESTADO DO CEARÁ - SICREDI COOPERJURIS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
32995755,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
3793242,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA - SICREDI SUL SC","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
95424891,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
6078926,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESCRIVÃES, NOTÁRIOS E REGISTRADORES NO ESTADO DO PARANÁ - SICREDI CREDENOREG PR","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
4886317,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO ESTADO DO PARANÁ - SICREDI CREDJURIS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
3750034,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS JUÍZES E CARREIRAS PÚBLICAS DO DIREITO DO ESTADO DO RIO GRANDE DO SUL - SICREDI AJURIS RS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
3212823,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MILITARES ESTADUAIS E SERVIDORES DA SEGURANÇA DO ESTADO DO RIO GRANDE DO SUL - SICREDI TRADIÇÃO RS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
3000142,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS POLICIAIS FEDERAIS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI POL RS/SC","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
4525997,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFESSORES, FUNCIONÁRIOS E ALUNOS DA UNIVERSIDADE DE CAXIAS DO SUL - SICREDI EDUCAÇÃO RS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
2924977,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFISSIONAIS MÉDICOS E DA SAÚDE DE CURITIBA E REGIÃO METROPOLITANA - SICREDI MEDICRED PR","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
7070495,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO EMPREENDEDORES - SICREDI EMPREENDEDORES PR","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
87733077,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ESSÊNCIA RS/ES - SICREDI ESSÊNCIA","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
82527557,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
81115149,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA - SICREDI GRANDES LAGOS PR/SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
84974278,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO IGUAÇU - SICREDI IGUAÇU PR/SC E REGIÃO METROPOLITANA DE CAMPINAS/SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
81054686,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
87781530,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC/MG","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
26549311,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DO SUL DE MATO GROSSO, AMAPÁ E PARÁ - SICREDI INTEGRAÇÃO MT/AP/PA","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
90497256,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTERESTADOS - SICREDI INTERESTADOS RS/ES","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
37442605,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE - SICREDI GRANDES RIOS MT/PA/AM","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
79063574,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE SUL - SICREDI NORTE SUL","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
81192106,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
7206072,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP/RJ","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
87853206,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO - SICREDI OURO BRANCO RS/MG","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
26529420,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
79086997,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA SERRANA PR/SP/RJ - SICREDI PARANAPANEMA SERRANA PR/SP/RJ","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
88038260,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO - SICREDI PLANALTO RS/MG","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
76059997,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PROGRESSO - SICREDI PROGRESSO PR/SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
88099247,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RAÍZES - SICREDI RAÍZES RS/SC/MG","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
90729369,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO REGIÕES DAS CULTURAS - SICREDI DAS CULTURAS RS/MG","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
81206039,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RIO PARANÁ - SICREDI RIO PARANÁ","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
87900411,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SEMENTES DO SUL - SICREDI SEMENTES DO SUL","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
41255225,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI CENTRO PERNAMBUCANA","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
35571249,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
97489280,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI INTEGRAÇÃO BAHIA - SICREDI INTEGRAÇÃO BAHIA","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
91586982,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
82065285,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SOMA PR/SC/SP - SICREDI SOMA","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
26555235,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO MT/RR","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
87784088,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS - SICREDI SUL MINAS RS/MG.","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
92796564,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL RIOGRANDENSE - SICREDI ORIGENS RS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
77984870,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
88894548,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO - SICREDI UNIAO RS/ES","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
87780268,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
24654881,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
70431630,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES - SICREDI UNIVALES MT/RO","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
32983165,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
87780284,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA - SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
81099491,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
81706616,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA"
