"cnpj","nome_coop","auditorIndependente"
17343510,"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA RAIZ - CRESOL RAIZ","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
4350225,"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO - CRESOL TRADIÇÃO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
4261151,"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRANSFORMAÇÃO - CRESOL TRANSFORMAÇÃO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
8560508,"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRIUNFO - CRESOL TRIUNFO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
2446089,"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
5231945,"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES - CRESOL UNIÃO DOS VALES","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
4663561,"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VALE DAS ÁGUAS PR/MG - CRESOL VALE DAS ÁGUAS PR/MG","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
3965737,"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VANGUARDA - CRESOL VANGUARDA","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
5097757,"COOPERATIVA DE CRÉDITO E SERVIÇOS FINANCEIROS DE CURITIBA E REGIÃO METROPOLITANA","SACHO - AUDITORES INDEPENDENTES"
10311218,"COOPERATIVA DE CRÉDITO EVOLUA","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
4414354,"COOPERATIVA DE CRÉDITO MÚTUO DO ABC - COOPER 7","CONTROL AUDITORIA E CONTABILIDADE"
8030602,"COOPERATIVA DE CRÉDITO MÚTUO DOS CORRETORES DE SEGUROS DO ESTADO DE SÃO PAULO - SICOOB CREDICOR/SP","RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S"
46642294,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER - COOPEREMB","D'AGOSTINI CONSULTORIA E AUDITORIA S/S"
2104058,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL","PADRAO AUDITORIA S/S"
49091119,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS","PADRAO AUDITORIA S/S"
6369729,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS DO PAPEL, PAPELÃO E CORTIÇA DE OTACÍLIO COSTA, LAGES E CORREA PINTO - PAPELCREDI","ANEND AUDITORES INDEPENDENTES"
20833992,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO CENTRO UNIVERSITÁRIO NEWTON PAIVA LTDA. - CREDIPAIVA","COOPERAUDI AUDITORES INDEPENDENTES"
5292849,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM EMPRESAS ADMINISTRADORAS DE AEROPORTOS - AEROCRED","ANEND AUDITORES INDEPENDENTES"
3674133,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP","PADRAO AUDITORIA S/S"
2083914,"COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL","D'AGOSTINI CONSULTORIA E AUDITORIA S/S"
1709266,"COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO DE TEÓFILO OTONI LTDA. - UNICRED TRÊS VALES","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
53800488,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO","SERGIO NOBORU OUTAKA"
5969937,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.","MOORE PRISMA AUDITORES INDEPENDENTES"
74248949,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO JOÃO DA BOA VISTA - CREDIVISTA","MARCELINO VASCONCELOS BARROSO"
881829,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JABOTICABAL - COOPERSERV","FABRICIO KOEKE"
6942423,"COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SISTEMA FINANCEIRO DE CURITIBA E REGIÃO - COOPCREFI","ANEND AUDITORES INDEPENDENTES"
44373041,"COOPERATIVA DE CRÉDITO RURAL - CREDICANA","BAUER AUDITORES ASSOCIADOS"
1073966,"COOPERATIVA DE CRÉDITO RURAL DE ABELARDO LUZ - SULCREDI/CREDILUZ","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES"
1330387,"COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS","ANEND AUDITORES INDEPENDENTES"
8253539,"COOPERATIVA DE CRÉDITO RURAL DE SÃO MIGUEL DO OESTE - SULCREDI/SÃO MIGUEL","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES"
8482873,"COOPERATIVA DE CRÉDITO RURAL DO AGRESTE ALAGOANO - COOPERAGRE","LAURO ANGELO CERUTTI"
49654502,"COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED","MOORE PRISMA AUDITORES INDEPENDENTES"
52623311,"COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA","PAULO SERGIO SANGIORGIO"
12272183,"COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DE ALAGOAS","D'AGOSTINI CONSULTORIA E AUDITORIA S/S"
2904138,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ÁUREA - CRESOL ÁUREA","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
5241145,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE GETÚLIO VARGAS - CRESOL GETÚLIO VARGAS","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
4013172,"COOPERATIVA DE CRÉDITO SICOOB 3 COLINAS","MOORE PRISMA AUDITORES INDEPENDENTES"
3535065,"COOPERATIVA DE CRÉDITO SICOOB CREDMETAL","PADRAO AUDITORIA S/S"
24610065,"COOPERATIVA DE CRÉDITO SICOOB IPÊ - SICOOB IPÊ","BAUER AUDITORES ASSOCIADOS"
5241619,"COOPERATIVA DE CRÉDITO SICOOB PRIMAVERA - SICOOB PRIMAVERA","BAUER AUDITORES ASSOCIADOS"
26359745,"COOPERATIVA DE CRÉDITO SICOOBMAIS  LTDA. - SICOOBMAIS","COOPERAUDI AUDITORES INDEPENDENTES"
9343038,"COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
41255225,"COOPERATIVA DE CRÉDITO SICREDI CENTRO PERNAMBUCANA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
71163315,"COOPERATIVA DE CRÉDITO UNICRED AMPLA LTDA - UNICRED AMPLA","RENATA ZANOTTA CALCADA"
184068,"COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
75847,"COOPERATIVA DE CRÉDITO UNICRED CENTRO-SUL LTDA - UNICRED CENTRO-SUL","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
4355489,"COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
1039011,"COOPERATIVA DE CRÉDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
1727929,"COOPERATIVA DE CRÉDITO UNICRED EVOLUÇÃO LTDA. - UNICRED EVOLUÇÃO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
1796302,"COOPERATIVA DE CRÉDITO UNICRED REGIÃO DOS VALES LTDA. - UNICRED REGIÃO DOS VALES","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
74114042,"COOPERATIVA DE CRÉDITO UNICRED UNIÃO LTDA - UNICRED UNIÃO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
73443863,"COOPERATIVA DE CRÉDITO UNICRED VALE LTDA - UNICRED VALE","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
74064502,"COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
1572667,"COOPERATIVA DE CRÉDITO UNIPRIME SUL LTDA","BAUER AUDITORES ASSOCIADOS"
8041950,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SISTEMA DE JUSTIÇA NO ESTADO DO CEARÁ - SICREDI COOPERJURIS","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
2923389,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI ARACAJU - SICREDI ARACAJU","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
35571249,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
97489280,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI INTEGRAÇÃO BAHIA - SICREDI INTEGRAÇÃO BAHIA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
5491616,"COOPERATIVA DE CRÉDITO, POUPANÇA E SERVIÇOS FINANCEIROS","ANEND AUDITORES INDEPENDENTES"
30138226,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA CIA DE ELETRICIDADE DO ESTADO DO RJ CREDICERJ LTDA","MANDARINO & ASSOCIADOS AUDITORES"
141155,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS DE TRANSPORTES COLETIVOS RODOVIÁRIOS DE PASSAGEIROS DO GRANDE RIO LTDA","MANDARINO & ASSOCIADOS AUDITORES"
30949267,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE CHOCOLATES GAROTO LTDA. - CREDI-GAROTO","D'AGOSTINI CONSULTORIA E AUDITORIA S/S"
42107706,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ELEVADORES ATLAS SCHINDLER LTDA.","MANDARINO & ASSOCIADOS AUDITORES"
31746993,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ESTABELECIMENTOS HOSPITALARES DO SUL DO ESTADO DO ESPIRITO SANTO - SULCRED","D'AGOSTINI CONSULTORIA E AUDITORIA S/S"
2447184,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO COLEGIO SANTO INACIO - COESI","MANDARINO & ASSOCIADOS AUDITORES"
73631483,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO BAYER LTDA","MANDARINO & ASSOCIADOS AUDITORES"
30586895,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DOS LABORATORIOS B.BRAUN LTDA","MANDARINO & ASSOCIADOS AUDITORES"
5424088,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS NAS INDUSTRIAS QUIMICAS, FARMACEUTICAS E SIMILARES DA REGIAO METROPOLITANA DO RIO DE JANEIRO LTDA","MANDARINO & ASSOCIADOS AUDITORES"
3165497,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA SANEPAR - CREDISANEPAR","ADIRLEY GASPARIN"
2192115,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA VIACAO NOSSA SENHORA DO AMPARO LTDA. - COPERFAMP","MANDARINO & ASSOCIADOS AUDITORES"
94433109,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
2853045,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA","AUDICONSULT AUDITORES SS"
90278987,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA ASCAR/EMATER-RS LTDA-CRESAL","MBAUDIT - AUDITORES INDEPENDENTES S/S"
29341260,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA COMLURB LTDA","MANDARINO & ASSOCIADOS AUDITORES"
42100982,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA","MANDARINO & ASSOCIADOS AUDITORES"
28885036,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA UERJ LTDA. - COOPUERJ","MANDARINO & ASSOCIADOS AUDITORES"
2910387,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO COLEGIO PEDRO II","MANDARINO & ASSOCIADOS AUDITORES"
1819799,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES MUNICIPAIS DO SUL FLUMINENSE LTDA.","MANDARINO & ASSOCIADOS AUDITORES"
4831810,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS DE PINHÃO - CRESERV-PINHÃO","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES"
3990888,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS MUNICIPAIS DE PORTO ALEGRE","HILDO JARDIM ALEGRIA"
20177390,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES DO GRUPO EMPRESARIAL ITATIAIA LTDA. - COOPERITA","D'AGOSTINI CONSULTORIA E AUDITORIA S/S"
33735192,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO JOHN F. KENNEDY LTDA","MANDARINO & ASSOCIADOS AUDITORES"
5419025,"COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS PROFESSORES ESTADUAIS DA REGIÃO METROPOLITANA DE PORTO ALEGRE - EDUCREDI","ROKEMBACH + LAHM, VILLANOVA & CIA AUDITORES"
74244344,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO GRUPO BASF","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
94243839,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED PIONEIRA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA"
16564240,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS APOSENTADOS, PENSIONISTAS E IDOSOS - SICOOB COOPERNAPI","PADRAO AUDITORIA S/S"
71502181,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE BELO HORIZONTE E REGIÃO METROPOLITANA LTDA. - COOPEB","BAUER AUDITORES ASSOCIADOS"
71491609,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE SOROCABA E REGIÃO","CONTROL AUDITORIA E CONTABILIDADE"
1301541,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DO TRIÂNGULO LTDA.","D'AGOSTINI CONSULTORIA E AUDITORIA S/S"
53184438,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA CEBRACE","CONTROL AUDITORIA E CONTABILIDADE"
2588819,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA UNIÃO BRASILEIRA DE EDUCAÇÃO E ENSINO, UNIÃO NORTE BRASILEIRA DE EDUCAÇÃO E CULTURA & UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA LTDA - COOMAR","JOAO CARLOS SUBACZ"
20062766,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DO GRUPO EMPRESARIAL A COSTA LTDA.","BAUER AUDITORES ASSOCIADOS"
92825397,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ELETRICITÁRIOS E DOS TRABALHADORES DAS EMPRESAS DO SETOR DE ENERGIA - COOPCRECE","JOAO CARLOS SUBACZ"
8850613,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CENTRAIS ELÉTRICAS DE SANTA CATARINA - CREDELESC","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA"
30304919,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CNC, SESC E SENAC ADMINISTRAÇÕES NACIONAIS LTDA.","D'AGOSTINI CONSULTORIA E AUDITORIA S/S"
54335401,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA COMPANHIA BRASILEIRA DE ALUMÍNIO","CHOSUKE KOEKE"
3400651,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMPRESA SUPERMERCADOS JAU SERVE - COOPERJS","MOORE PRISMA AUDITORES INDEPENDENTES"
2738981,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA FUNDAÇÃO ARTHUR BERNARDES LTDA. - COOFAB","BAUER AUDITORES ASSOCIADOS"
45691128,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOHNSON & JOHNSON","PADRAO AUDITORIA S/S"
28244622,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOLIMODE ROUPAS E EMPRESAS COLIGADAS LTDA","MANDARINO & ASSOCIADOS AUDITORES"
62795257,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MONDELEZ BRASIL, PHILIP MORRIS BRASIL E K&S ALIMENTOS - SICOOB COOPMOND","RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S"
17607375,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DE UBERABA - COPERURA LTDA.","VAZ & MAIA AUDITORES INDEPENDENTES"
968834,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DO BRASIL - COCRESGO LTDA.","MAURILIO ROSA"
42445122,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO E EMPREGADOS EM ESTABELECIMENTOS PRIVADOS DE ENSINO DO MUNICÍPIO DO RIO DE JANEIRO LTDA.","MANDARINO & ASSOCIADOS AUDITORES"
44223196,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RECKITT BENCKISER","PADRAO AUDITORIA S/S"
48140925,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO - DIVISÃO VIDRO PLANO","FABRICIO KOEKE"
3685335,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA UNIFI - CREDIUNIFI","PADRAO AUDITORIA S/S"
24235459,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SIDERÚRGICAS, METALÚRGICAS E ELETRO-MECÂNICAS DE JOÃO MONLEVADE LTDA. - CREDIBELGO","JULIO CESAR DIAS"
129753,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SOMART LTDA.","BAUER AUDITORES ASSOCIADOS"
2230138,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE KYN COMÉRCIO VAREJISTA E ATACADISTA - COOPER KYN","PADRAO AUDITORIA S/S"
92935741,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO BANRISUL","MBAUDIT - AUDITORES INDEPENDENTES S/S"
46277273,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO CASINO, GRUPO PÃO DE AÇÚCAR E GRUPO ASSAÍ","MOORE PRISMA AUDITORES INDEPENDENTES"
43488782,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL","PADRAO AUDITORIA S/S"
2232228,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SBF LTDA. - COOPER ATIVA SBF","BAUER AUDITORES ASSOCIADOS"
62284385,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SCHAEFFLER","PADRAO AUDITORIA S/S"
92675578,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SISTEMA FIERGS - CRESUL","MBAUDIT - AUDITORES INDEPENDENTES S/S"
5841967,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.","D'AGOSTINI CONSULTORIA E AUDITORIA S/S"
45068632,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL","PADRAO AUDITORIA S/S"
41146382,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DA PARAÍBA LTDA. -  COOPERLEGIS","IVANILDO ALVES MESSIAS"
1288797,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL","PADRAO AUDITORIA S/S"
57038408,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA BOMBRIL","FABRICIO KOEKE"
68228006,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CARGILL","PADRAO AUDITORIA S/S"
43438662,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA EDUCAÇÃO E COMUNICAÇÃO","PADRAO AUDITORIA S/S"
48718183,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ERICSSON - COOPERICSSON","PADRAO AUDITORIA S/S"
57259525,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - COOPERFAC","SACHO - AUDITORES INDEPENDENTES"
731320,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MORLAN - CRED MORLAN","MOORE PRISMA AUDITORES INDEPENDENTES"
9128022,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NAKATA","PADRAO AUDITORIA S/S"
62562012,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NESTLÉ - CREDI NESTLÉ","PADRAO AUDITORIA S/S"
48172860,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA OWENS CORNING FIBERGLAS AMÉRICA DO SUL","PADRAO AUDITORIA S/S"
67341487,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TETRA PAK","PADRAO AUDITORIA S/S"
57440521,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TICKET SERVIÇOS COMÉRCIO E ADMINISTRAÇÃO","CONTROL AUDITORIA E CONTABILIDADE"
2541707,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE CERÂMICA - COOPASPACER","SACHO - AUDITORES INDEPENDENTES"
91018408,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DO GRUPO DANA - COOPDANA","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES"
1504952,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO - COOPERMEL","PADRAO AUDITORIA S/S"
52046299,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO","PADRAO AUDITORIA S/S"
88952130,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GERDAU - AÇOS FINOS PIRATINI","RAMIRES E CIA - AUDITORES INDEPENDENTES SOCIEDADE SIMPLES"
5548335,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO JAL LTDA.","MANDARINO & ASSOCIADOS AUDITORES"
5048575,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO MAUÁ E EMPRESAS COLIGADAS LTDA. - COOPMAUÁ","MANDARINO & ASSOCIADOS AUDITORES"
43182278,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO OWENS-ILLINOIS DO BRASIL","PADRAO AUDITORIA S/S"
75174953,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO VOTORANTIM LIMITADA.","GRUNITZKY - AUDITORES INDEPENDENTES S/S"
7651495,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO PODER JUDICIÁRIO E SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - SPCRED","CONTROL AUDITORIA E CONTABILIDADE"
